INCORRECT ANNOTATION	1373testb	Huddersfield	Huddersfield Giants	Huddersfield Town F.C.
global=0.338	0.336
local(<e, ctx>)=0.222	0.004
log p(e|m)=-1.820	-2.283
matches[0.045]; league[0.043]; league[0.043]; Wolverhampton[0.043]; Charlton[0.042]; Norwich[0.042]; Peterborough[0.042]; Leeds[0.042]; Hull[0.042]; Southampton[0.042]; Ipswich[0.042]; Enfield[0.041]; Manchester[0.041]; Bradford[0.041]; Coventry[0.041]; Cambridge[0.041]; Sunderland[0.041]; Portsmouth[0.041]; League[0.041]; Swindon[0.041]; Crewe[0.041]; Grimsby[0.041]; London[0.041]; second[0.041]; 

INCORRECT ANNOTATION	1270testb	Sumitomo	Sumitomo Group	The Sumitomo Bank
global=0.346	0.329
local(<e, ctx>)=0.078	0.059
log p(e|m)=-0.020	-1.599
Sumitomo[0.064]; Takao[0.052]; Japan[0.050]; Tokyo[0.048]; Sakakibara[0.047]; Sakakibara[0.047]; Sakakibara[0.047]; Sakakibara[0.047]; yen[0.046]; yen[0.046]; yen[0.046]; Bank[0.038]; Bank[0.038]; International[0.035]; dollar[0.035]; dollar[0.035]; dollar[0.035]; dollar[0.035]; dollar[0.035]; dollar[0.035]; dollar[0.035]; dollar[0.035]; market[0.034]; November[0.034]; 

INCORRECT ANNOTATION	1270testb	Sumitomo Bank	Sumitomo Mitsui Banking Corporation	The Sumitomo Bank
global=0.363	0.361
local(<e, ctx>)=0.088	-0.146
log p(e|m)=-0.664	0.000
Sumitomo[0.048]; Bank[0.048]; Tokyo[0.047]; Finance[0.044]; yen[0.043]; yen[0.043]; yen[0.043]; Thursday[0.042]; government[0.041]; said[0.041]; said[0.041]; said[0.041]; said[0.041]; said[0.041]; said[0.041]; said[0.041]; official[0.040]; Ministry[0.040]; Eisuke[0.040]; Hank[0.040]; Union[0.040]; market[0.039]; current[0.039]; Asked[0.039]; 

INCORRECT ANNOTATION	1204testb	Sporting	Sporting Clube de Portugal	Sporting de Gijón
global=0.352	0.345
local(<e, ctx>)=0.252	0.226
log p(e|m)=-0.121	-1.858
Vallecano[0.051]; Valencia[0.049]; Madrid[0.047]; Atletico[0.046]; Zaragoza[0.045]; Real[0.045]; Sevilla[0.045]; Espanyol[0.044]; Athletic[0.044]; Bilbao[0.043]; Sociedad[0.043]; Tenerife[0.043]; Gijon[0.043]; Oviedo[0.043]; Santander[0.043]; Vigo[0.042]; Compostela[0.042]; Valladolid[0.042]; Hercules[0.041]; Rayo[0.041]; Celta[0.041]; Extremadura[0.039]; Racing[0.037]; 

INCORRECT ANNOTATION	1224testb	Elf	Total S.A.	Elf Aquitaine
global=0.338	0.336
local(<e, ctx>)=-0.136	-0.196
log p(e|m)=-2.976	-1.766
oil[0.046]; oil[0.046]; oil[0.046]; oil[0.046]; refinery[0.045]; Elf[0.044]; Gas[0.043]; screen[0.042]; screen[0.042]; market[0.041]; day[0.041]; Friday[0.041]; workers[0.041]; Thursday[0.041]; Mediterranean[0.040]; percent[0.040]; products[0.040]; products[0.040]; erased[0.039]; remained[0.039]; ends[0.039]; line[0.039]; gains[0.038]; London[0.038]; 

INCORRECT ANNOTATION	1224testb	Elf	Total S.A.	Elf Aquitaine
global=0.336	0.335
local(<e, ctx>)=-0.103	-0.148
log p(e|m)=-2.976	-1.766
oil[0.047]; refinery[0.046]; Elf[0.045]; Europe[0.043]; following[0.042]; fuel[0.042]; fuel[0.042]; week[0.042]; week[0.042]; week[0.042]; mid[0.041]; workers[0.041]; expected[0.041]; home[0.041]; open[0.041]; open[0.041]; Italian[0.041]; Rotterdam[0.041]; American[0.040]; supplies[0.040]; continued[0.040]; prices[0.040]; prices[0.040]; prices[0.040]; 

INCORRECT ANNOTATION	1224testb	Elf	Total S.A.	Elf Aquitaine
global=0.340	0.338
local(<e, ctx>)=-0.118	-0.180
log p(e|m)=-2.976	-1.766
