CORRECT ANNOTATION	1154testa	Brussels	Brussels	City of Brussels
global=0.358	0.321
local(<e, ctx>)=0.207	0.231
log p(e|m)=-0.025	-3.219
Belgian[0.048]; Belgian[0.048]; eastern[0.043]; Thursday[0.042]; Thursday[0.042]; Severine[0.042]; Severine[0.042]; town[0.042]; Liege[0.042]; Liege[0.042]; Friday[0.041]; official[0.041]; girls[0.041]; girls[0.041]; girls[0.041]; girls[0.041]; trip[0.041]; home[0.041]; link[0.041]; declined[0.040]; declined[0.040]; police[0.040]; police[0.040]; police[0.040]; 

CORRECT ANNOTATION	1154testa	Liege	Liège	Liège (province)
global=0.358	0.328
local(<e, ctx>)=0.265	0.133
log p(e|m)=0.000	-1.565
Belgium[0.046]; eastern[0.046]; Belgian[0.045]; Belgian[0.045]; town[0.044]; Liege[0.043]; Severine[0.043]; Severine[0.043]; Brussels[0.043]; Marc[0.042]; said[0.041]; said[0.041]; Thursday[0.041]; Thursday[0.041]; Friday[0.041]; trip[0.040]; home[0.040]; official[0.040]; Saturday[0.040]; reported[0.039]; declined[0.039]; declined[0.039]; weeks[0.039]; Dutroux[0.039]; 

CORRECT ANNOTATION	1154testa	Belgium	Belgium	Royal Belgian Football Association
global=0.356	0.307
local(<e, ctx>)=0.218	-0.140
log p(e|m)=-0.242	-4.200
Liege[0.046]; Liege[0.046]; official[0.044]; Thursday[0.044]; sex[0.043]; return[0.042]; Friday[0.042]; reported[0.042]; Marc[0.042]; weeks[0.042]; eastern[0.041]; kidnapped[0.041]; scandal[0.041]; gone[0.041]; past[0.041]; trip[0.041]; Saturday[0.041]; case[0.040]; Severine[0.040]; Severine[0.040]; said[0.040]; said[0.040]; declined[0.040]; declined[0.040]; 

CORRECT ANNOTATION	1154testa	Belgian	Belgium	Belgians
global=0.362	0.317
local(<e, ctx>)=0.235	-0.140
log p(e|m)=-0.124	-3.650
Belgian[0.047]; Severine[0.043]; Severine[0.043]; Liege[0.043]; Liege[0.043]; Brussels[0.043]; Marc[0.042]; official[0.042]; said[0.042]; said[0.042]; eastern[0.042]; kidnapped[0.041]; Thursday[0.041]; Thursday[0.041]; declined[0.041]; declined[0.041]; Friday[0.041]; trip[0.041]; town[0.040]; Rachel[0.040]; Rachel[0.040]; teenagers[0.040]; Saturday[0.040]; failing[0.040]; 

CORRECT ANNOTATION	1154testa	Marc Dutroux	Marc Dutroux	UNK_ENT
global=0.376	-100000000.000
local(<e, ctx>)=0.047	-0.515
log p(e|m)=0.000	-100000000.000
scandal[0.045]; case[0.045]; Belgian[0.044]; abuse[0.043]; Belgium[0.043]; police[0.042]; police[0.042]; police[0.042]; girls[0.042]; girls[0.042]; girls[0.042]; girls[0.042]; teenage[0.042]; said[0.042]; said[0.042]; murder[0.041]; suspected[0.041]; kidnapped[0.041]; kidnap[0.040]; home[0.040]; say[0.040]; sex[0.040]; Severine[0.040]; Severine[0.040]; 

CORRECT ANNOTATION	1154testa	Liege	Liège	Liège (province)
global=0.358	0.328
local(<e, ctx>)=0.291	0.156
log p(e|m)=0.000	-1.565
Belgium[0.046]; eastern[0.046]; Belgian[0.045]; Belgian[0.045]; town[0.044]; Liege[0.043]; Severine[0.043]; Severine[0.043]; Brussels[0.043]; Marc[0.042]; said[0.041]; said[0.041]; Thursday[0.041]; Thursday[0.041]; Friday[0.041]; trip[0.040]; home[0.040]; official[0.040]; Saturday[0.040]; reported[0.039]; declined[0.039]; declined[0.039]; weeks[0.039]; Dutroux[0.039]; 

CORRECT ANNOTATION	1154testa	Belgian	Belgium	Belgians
global=0.363	0.317
local(<e, ctx>)=0.210	-0.180
log p(e|m)=-0.124	-3.650
Belgian[0.056]; Liege[0.043]; Liege[0.043]; Severine[0.043]; Severine[0.043]; Brussels[0.042]; official[0.042]; said[0.042]; said[0.042]; eastern[0.042]; kidnapped[0.041]; trip[0.041]; town[0.040]; declined[0.040]; declined[0.040]; Rachel[0.040]; Rachel[0.040]; teenagers[0.040]; failing[0.040]; missing[0.040]; missing[0.040]; missing[0.040]; Thursday[0.039]; Thursday[0.039]; 

CORRECT ANNOTATION	1085testa	Riga	Riga	Arena Riga
global=0.353	0.305
local(<e, ctx>)=0.176	0.040
log p(e|m)=-0.043	-2.937
Latvia[0.052]; Latvia[0.052]; Sweden[0.050]; Sweden[0.050]; championship[0.050]; soccer[0.048]; qualifier[0.048]; European[0.047]; European[0.047]; beat[0.047]; Soccer[0.046]; Andersson[0.045]; Persson[0.045]; Qualifier[0.045]; Saturday[0.045]; Attendance[0.042]; Beat[0.041]; Joakim[0.040]; minute[0.040]; Daniel[0.040]; halftime[0.039]; Scorers[0.038]; 

CORRECT ANNOTATION	1085testa	Joakim Persson	Joakim Persson	UNK_ENT
global=0.373	-100000000.000
local(<e, ctx>)=0.007	-0.378
log p(e|m)=0.000	-100000000.000
Sweden[0.056]; Sweden[0.056]; Andersson[0.052]; Latvia[0.051]; Latvia[0.051]; European[0.049]; European[0.049]; qualifier[0.049]; soccer[0.048]; halftime[0.047]; championship[0.046]; Attendance[0.046]; minute[0.046]; Riga[0.045]; Soccer[0.045]; Qualifier[0.045]; beat[0.045]; Daniel[0.044]; Saturday[0.044]; Scorers[0.043]; Beat[0.040]; 

CORRECT ANNOTATION	1085testa	European	Europe	European Union
global=0.337	0.316
local(<e, ctx>)=-0.182	-0.132
log p(e|m)=-0.256	-2.937
European[0.056]; soccer[0.052]; qualifier[0.050]; Soccer[0.050]; championship[0.048]; beat[0.048]; Latvia[0.047]; Latvia[0.047]; Qualifier[0.046]; Sweden[0.046]; Sweden[0.046]; Saturday[0.046]; minute[0.045]; Riga[0.045]; Andersson[0.043]; Persson[0.043]; Attendance[0.042]; Beat[0.041]; Daniel[0.041]; Scorers[0.040]; halftime[0.040]; Joakim[0.038]; 

CORRECT ANNOTATION	1085testa	Daniel Andersson	Daniel Andersson (footballer born 1977)	Daniel Andersson (footballer born 1972)
global=0.362	0.346
local(<e, ctx>)=-0.018	-0.042
log p(e|m)=0.000	-0.496
Sweden[0.054]; Sweden[0.054]; European[0.052]; European[0.052]; soccer[0.052]; qualifier[0.052]; Persson[0.050]; championship[0.048]; Soccer[0.047]; Joakim[0.047]; Latvia[0.047]; Latvia[0.047]; halftime[0.047]; Qualifier[0.046]; Attendance[0.046]; Scorers[0.044]; beat[0.044]; minute[0.044]; Saturday[0.043]; Riga[0.043]; Beat[0.041]; 

CORRECT ANNOTATION	1085testa	European	Europe	European Union
global=0.338	0.322
local(<e, ctx>)=-0.130	-0.041
log p(e|m)=-0.256	-2.937
European[0.056]; soccer[0.052]; qualifier[0.050]; Soccer[0.050]; championship[0.048]; beat[0.048]; Latvia[0.047]; Latvia[0.047]; Qualifier[0.046]; Sweden[0.046]; Sweden[0.046]; Saturday[0.046]; minute[0.045]; Riga[0.045]; Andersson[0.043]; Persson[0.043]; Attendance[0.042]; Beat[0.041]; Daniel[0.041]; Scorers[0.040]; halftime[0.040]; Joakim[0.038]; 

CORRECT ANNOTATION	1138testa	S. Korea	South Korea	History of South Korea
global=0.380	0.339
local(<e, ctx>)=0.481	-0.013
log p(e|m)=0.000	-0.609
Korea[0.050]; Korea[0.050]; Korea[0.050]; Korea[0.050]; South[0.047]; South[0.047]; Seoul[0.046]; Seoul[0.046]; Korean[0.046]; North[0.044]; North[0.044]; North[0.044]; Kim[0.041]; Kim[0.041]; Kang[0.041]; demanded[0.040]; president[0.040]; Song[0.040]; unification[0.039]; said[0.039]; said[0.039]; said[0.039]; southern[0.038]; 

CORRECT ANNOTATION	1138testa	North Korea	North Korea	Korean People's Army
global=0.358	0.305
local(<e, ctx>)=0.469	0.016
log p(e|m)=-0.309	-2.865
communist[0.047]; Korea[0.047]; Korea[0.047]; Korea[0.047]; Korea[0.047]; Korean[0.047]; Korean[0.047]; Korean[0.047]; Seoul[0.043]; Seoul[0.043]; North[0.043]; North[0.043]; Kim[0.042]; Kim[0.042]; Kim[0.042]; Yonhap[0.042]; war[0.041]; war[0.041]; war[0.041]; Kang[0.041]; domestic[0.040]; unification[0.040]; unification[0.040]; 

CORRECT ANNOTATION	1138testa	South Korea	South Korea	Administrative divisions of South Korea
global=0.364	0.300
local(<e, ctx>)=0.431	-0.091
log p(e|m)=-0.224	-3.912
Seoul[0.046]; Korean[0.046]; Korean[0.046]; Korean[0.046]; Korean[0.046]; South[0.046]; South[0.046]; South[0.046]; North[0.043]; southern[0.043]; northern[0.043]; Yonhap[0.041]; Kim[0.041]; International[0.040]; government[0.039]; domestic[0.039]; consider[0.039]; Red[0.039]; officials[0.039]; unification[0.038]; reunions[0.038]; said[0.038]; ministry[0.038]; news[0.038]; 

CORRECT ANNOTATION	1138testa	North	North Korea	North America
global=0.347	0.323
local(<e, ctx>)=0.183	-0.158
log p(e|m)=-2.718	-1.897
Korea[0.048]; Korean[0.048]; Korean[0.048]; Korean[0.048]; Korean[0.048]; southern[0.048]; southern[0.048]; northern[0.047]; Seoul[0.044]; communist[0.044]; Yonhap[0.043]; war[0.043]; regular[0.041]; include[0.041]; Kim[0.040]; Kim[0.040]; Li[0.040]; Li[0.040]; South[0.040]; South[0.040]; South[0.040]; South[0.040]; government[0.040]; 

CORRECT ANNOTATION	1138testa	South Korean	South Korea	Koreans
global=0.370	0.316
local(<e, ctx>)=0.599	0.081
log p(e|m)=0.000	-1.966
Korea[0.046]; Korea[0.046]; Korea[0.046]; Korea[0.046]; Korean[0.045]; Korean[0.045]; Korean[0.045]; Korean[0.045]; Seoul[0.043]; Seoul[0.043]; Seoul[0.043]; South[0.040]; South[0.040]; South[0.040]; South[0.040]; government[0.039]; North[0.039]; North[0.039]; North[0.039]; North[0.039]; Kim[0.039]; Kim[0.039]; Kim[0.039]; Yonhap[0.038]; 

CORRECT ANNOTATION	1138testa	South	South Korea	South Vietnam
global=0.347	0.309
local(<e, ctx>)=0.454	0.234
log p(e|m)=-3.381	-4.711
Korea[0.046]; Korea[0.046]; Korea[0.046]; Korea[0.046]; Korea[0.046]; northern[0.043]; southern[0.043]; Seoul[0.043]; Seoul[0.043]; Korean[0.043]; Korean[0.043]; Korean[0.043]; South[0.041]; South[0.041]; North[0.041]; North[0.041]; North[0.041]; return[0.038]; return[0.038]; Kang[0.038]; war[0.037]; war[0.037]; war[0.037]; Song[0.037]; 

CORRECT ANNOTATION	1138testa	Seoul	Seoul	Seoul Capital Area
global=0.365	0.304
local(<e, ctx>)=0.341	0.116
log p(e|m)=-0.038	-5.809
Korea[0.047]; Korean[0.046]; Korean[0.046]; Korean[0.046]; Korean[0.046]; North[0.044]; Yonhap[0.043]; Kang[0.042]; Kim[0.042]; Kim[0.042]; International[0.041]; officials[0.041]; northern[0.040]; southern[0.040]; southern[0.040]; communist[0.040]; government[0.040]; said[0.039]; said[0.039]; South[0.039]; South[0.039]; South[0.039]; South[0.039]; repatriation[0.039]; 

CORRECT ANNOTATION	1138testa	N. Korea	North Korea	History of North Korea
global=0.380	0.341
local(<e, ctx>)=0.414	-0.019
log p(e|m)=0.000	-0.254
Korea[0.047]; Korea[0.047]; Korea[0.047]; Korea[0.047]; Korean[0.047]; Seoul[0.043]; Seoul[0.043]; North[0.042]; North[0.042]; North[0.042]; Kim[0.042]; Kim[0.042]; war[0.040]; war[0.040]; war[0.040]; South[0.039]; South[0.039]; southern[0.039]; unification[0.039]; said[0.038]; said[0.038]; said[0.038]; northern[0.038]; demanded[0.038]; 

CORRECT ANNOTATION	1138testa	North Korea	North Korea	Korean People's Army
global=0.358	0.305
local(<e, ctx>)=0.435	-0.015
log p(e|m)=-0.309	-2.865
Korea[0.046]; Korea[0.046]; Korea[0.046]; Korea[0.046]; Korean[0.046]; Korean[0.046]; Seoul[0.043]; Seoul[0.043]; North[0.042]; North[0.042]; Kim[0.041]; Kim[0.041]; war[0.040]; war[0.040]; war[0.040]; Kang[0.040]; unification[0.039]; unification[0.039]; South[0.039]; South[0.039]; South[0.039]; southern[0.039]; northern[0.038]; Saturday[0.038]; 

CORRECT ANNOTATION	1138testa	International Red Cross	International Committee of the Red Cross	International Red Cross and Red Crescent Movement
global=0.361	0.351
local(<e, ctx>)=-0.062	-0.070
log p(e|m)=0.000	-2.386
officials[0.044]; said[0.043]; said[0.043]; said[0.043]; said[0.043]; war[0.043]; agency[0.042]; government[0.042]; released[0.042]; families[0.042]; repatriation[0.041]; repatriation[0.041]; repatriated[0.041]; southern[0.041]; southern[0.041]; Korean[0.041]; Korean[0.041]; Korean[0.041]; Korean[0.041]; Korean[0.041]; Cross[0.041]; War[0.041]; War[0.041]; request[0.040]; 

CORRECT ANNOTATION	1138testa	Seoul	Seoul	China–North Korea relations
global=0.366	0.302
local(<e, ctx>)=0.422	0.020
log p(e|m)=-0.038	-5.298
Seoul[0.047]; Korea[0.046]; Korea[0.046]; Korea[0.046]; Korea[0.046]; Korea[0.046]; Korean[0.044]; Korean[0.044]; Korean[0.044]; Saturday[0.041]; North[0.041]; North[0.041]; North[0.041]; Kang[0.041]; Kim[0.041]; Kim[0.041]; Kim[0.041]; communist[0.038]; said[0.038]; said[0.038]; said[0.038]; South[0.038]; South[0.038]; South[0.038]; 

CORRECT ANNOTATION	1138testa	South	South Korea	Southern United States
global=0.343	0.313
local(<e, ctx>)=0.267	0.025
log p(e|m)=-3.381	-1.332
Korea[0.050]; northern[0.046]; southern[0.046]; Seoul[0.046]; Korean[0.046]; Korean[0.046]; Korean[0.046]; South[0.045]; South[0.045]; North[0.044]; regular[0.041]; Yonhap[0.040]; war[0.040]; International[0.039]; families[0.038]; domestic[0.038]; decades[0.038]; War[0.038]; War[0.038]; communist[0.038]; Red[0.038]; released[0.038]; repatriation[0.038]; said[0.037]; 

CORRECT ANNOTATION	1138testa	Seoul	Seoul	China–North Korea relations
global=0.366	0.301
local(<e, ctx>)=0.422	0.001
log p(e|m)=-0.038	-5.298
Seoul[0.048]; Korea[0.046]; Korea[0.046]; Korea[0.046]; Korea[0.046]; Korea[0.046]; Korean[0.045]; Saturday[0.042]; North[0.042]; North[0.042]; North[0.042]; Kang[0.041]; Kim[0.041]; Kim[0.041]; said[0.039]; said[0.039]; said[0.039]; South[0.038]; South[0.038]; South[0.038]; demanded[0.038]; Song[0.038]; return[0.038]; return[0.038]; 

CORRECT ANNOTATION	1138testa	Yonhap	Yonhap	UNK_ENT
global=0.378	-100000000.000
local(<e, ctx>)=0.133	-0.500
log p(e|m)=0.000	-100000000.000
Korean[0.048]; Korean[0.048]; Korean[0.048]; Korean[0.048]; Korean[0.048]; Korea[0.046]; Korea[0.046]; news[0.046]; agency[0.045]; Seoul[0.045]; North[0.043]; North[0.043]; International[0.042]; Kim[0.041]; Kim[0.041]; South[0.041]; South[0.041]; South[0.041]; South[0.041]; government[0.041]; press[0.040]; domestic[0.040]; family[0.040]; 

CORRECT ANNOTATION	1138testa	South Korea	South Korea	Korea Football Association
global=0.363	0.298
local(<e, ctx>)=0.493	-0.078
log p(e|m)=-0.224	-3.912
Korea[0.048]; Korea[0.048]; Korea[0.048]; Korea[0.048]; Korean[0.045]; Korean[0.045]; Seoul[0.044]; Seoul[0.044]; South[0.043]; South[0.043]; North[0.040]; North[0.040]; North[0.040]; Kim[0.039]; Kim[0.039]; Kim[0.039]; Kang[0.039]; president[0.038]; Song[0.038]; unification[0.038]; unification[0.038]; communist[0.038]; Cross[0.037]; Saturday[0.037]; 

CORRECT ANNOTATION	1138testa	South Korean	South Korea	Koreans
global=0.368	0.318
local(<e, ctx>)=0.480	0.019
log p(e|m)=0.000	-1.966
Korea[0.048]; Korean[0.046]; Korean[0.046]; Korean[0.046]; Korean[0.046]; Seoul[0.044]; South[0.042]; South[0.042]; South[0.042]; North[0.041]; government[0.041]; officials[0.041]; Kim[0.040]; Kim[0.040]; Yonhap[0.040]; Kang[0.040]; war[0.040]; president[0.040]; domestic[0.040]; families[0.040]; communist[0.039]; reunions[0.039]; War[0.038]; War[0.038]; 

CORRECT ANNOTATION	1017testa	Middle East	Middle East	Christianity in the Middle East
global=0.354	0.305
local(<e, ctx>)=0.036	-0.045
log p(e|m)=0.000	-6.215
Arab[0.048]; Israel[0.046]; Jewish[0.045]; war[0.045]; West[0.043]; Jerusalem[0.043]; Jerusalem[0.043]; Israelis[0.042]; Palestinian[0.042]; Palestinians[0.042]; East[0.042]; East[0.042]; Middle[0.041]; said[0.041]; said[0.041]; surrounding[0.041]; Bank[0.040]; community[0.039]; demolition[0.039]; government[0.039]; government[0.039]; rising[0.038]; peace[0.038]; peace[0.038]; 

CORRECT ANNOTATION	1017testa	German	Germany	Nazi Germany
global=0.331	0.320
local(<e, ctx>)=0.250	0.266
log p(e|m)=-1.047	-2.551
German[0.053]; German[0.053]; Jewish[0.049]; conservative[0.047]; West[0.046]; Volker[0.046]; government[0.045]; Klaus[0.045]; foreign[0.045]; September[0.044]; September[0.044]; month[0.044]; President[0.044]; Israel[0.044]; relations[0.044]; said[0.044]; said[0.044]; said[0.044]; said[0.044]; Bonn[0.044]; Bonn[0.044]; East[0.043]; 

CORRECT ANNOTATION	1017testa	Israeli	Israel	Israelis
global=0.347	0.322
local(<e, ctx>)=0.410	0.056
log p(e|m)=-0.348	-1.749
Israel[0.052]; Israel[0.052]; Jewish[0.051]; Israeli[0.050]; Israeli[0.050]; Israeli[0.050]; Jerusalem[0.047]; David[0.046]; Arab[0.045]; West[0.044]; peace[0.044]; peace[0.044]; peace[0.044]; establishment[0.043]; Bank[0.043]; said[0.043]; said[0.043]; said[0.043]; said[0.043]; said[0.043]; government[0.042]; cabinet[0.042]; 

CORRECT ANNOTATION	1017testa	Volker Ruehe	Volker Rühe	UNK_ENT
global=0.375	-100000000.000
local(<e, ctx>)=0.273	-0.331
log p(e|m)=0.000	-100000000.000
minister[0.043]; cabinet[0.042]; German[0.042]; German[0.042]; German[0.042]; ministry[0.042]; ministry[0.042]; ministry[0.042]; ministry[0.042]; ministry[0.042]; Klaus[0.042]; Bonn[0.042]; Bonn[0.042]; Peres[0.041]; government[0.041]; Kinkel[0.041]; Kinkel[0.041]; President[0.041]; September[0.041]; September[0.041]; talks[0.041]; talks[0.041]; Prime[0.041]; Defence[0.041]; 

CORRECT ANNOTATION	1017testa	Benjamin Netanyahu	Benjamin Netanyahu	UNK_ENT
global=0.382	-100000000.000
local(<e, ctx>)=0.507	-0.553
log p(e|m)=0.000	-100000000.000
Israel[0.048]; Israeli[0.046]; Israeli[0.046]; Israelis[0.045]; Palestinian[0.043]; Jewish[0.043]; Jerusalem[0.043]; Jerusalem[0.043]; Jerusalem[0.043]; Palestinians[0.041]; Minister[0.040]; government[0.040]; government[0.040]; Arab[0.040]; Arab[0.040]; said[0.040]; said[0.040]; said[0.040]; said[0.040]; President[0.040]; Prime[0.040]; reporters[0.039]; Ministry[0.039]; establishment[0.039]; 

CORRECT ANNOTATION	1017testa	Jewish	Jews	Ashkenazi Jews
global=0.337	0.319
local(<e, ctx>)=0.216	0.203
log p(e|m)=-0.805	-3.730
